st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10
2015-07-08 00:52:00;2015-07-08 03:45:00;173;6.8;35.3;17.9;2015-07-08 00:53:00;2015-07-08 03:01:00;128;8.7;43.1;23.4;2015-07-08 00:52:00;2015-07-08 01:56:00;64;7;42.8;18;2015-07-08 00:53:00;2015-07-08 01:57:00;64;6.5;55.9;21.3;2015-07-08 00:54:00;2015-07-08 01:58:00;64;6.4;37.7;13.6;2015-07-08 00:52:00;2015-07-08 01:57:00;65;7;38.5;17;2015-07-08 00:53:00;2015-07-08 02:08:00;75;6.6;58.2;20.7;2015-07-08 00:53:00;2015-07-08 01:55:00;62;5.5;42.4;14.2
2015-07-25 04:40:00;2015-07-25 09:01:00;261;3;5.1;3.6;2015-07-25 04:46:00;2015-07-25 07:00:00;134;4.1;17.9;5.9;2015-07-25 04:41:00;2015-07-25 07:05:00;144;3;5.9;3.5;2015-07-25 04:49:00;2015-07-25 07:00:00;131;2.5;5.9;3.6;2015-07-25 05:47:00;2015-07-25 07:08:00;81;2.9;6.1;4.3;2015-07-25 04:40:00;2015-07-25 07:08:00;148;3.3;12.4;3.7;2015-07-25 04:47:00;2015-07-25 07:00:00;133;2.6;11.9;3.6;2015-07-25 05:48:00;2015-07-25 06:55:00;67;2.3;5.8;3.5
2015-07-27 14:03:00;2015-07-27 18:01:00;238;5.6;43.7;28.2;2015-07-27 14:03:00;2015-07-27 16:10:00;127;6;63.4;30.6;2015-07-27 15:03:00;2015-07-27 16:13:00;70;5.9;55.9;29.8;2015-07-27 14:30:00;2015-07-27 16:11:00;101;5.6;64;29;2015-07-27 15:44:00;2015-07-27 16:12:00;28;6;58;31.5;2015-07-27 15:43:00;2015-07-27 16:13:00;30;5.9;52;30;2015-07-27 15:45:00;2015-07-27 16:10:00;25;5.5;73.2;29.8;2015-07-27 15:44:00;2015-07-27 16:17:00;33;4.1;36.2;21.4
2015-07-29 17:17:00;2015-07-29 20:23:00;186;3.2;16.4;8.2;2015-07-29 17:17:00;2015-07-29 18:41:00;84;3.8;23.9;11.3;2015-07-29 17:19:00;2015-07-29 18:49:00;90;3.1;17.8;7.7;2015-07-29 17:19:00;2015-07-29 18:41:00;82;3.1;17.9;7.2;2015-07-29 17:20:00;2015-07-29 18:38:00;78;3.4;24.6;10.4;2015-07-29 17:20:00;2015-07-29 18:40:00;80;3.2;18.7;8.1;2015-07-29 17:19:00;2015-07-29 18:39:00;80;3.1;18.4;7.3;2015-07-29 17:20:00;2015-07-29 18:39:00;79;2.6;17.6;7
2015-08-16 14:59:00;2015-08-16 20:03:00;304;7.7;14.9;8.2;2015-08-16 18:07:00;2015-08-16 19:35:00;88;0.4;13;1.3;2015-08-16 14:59:00;2015-08-16 17:43:00;164;11.1;30.2;14.3;2015-08-16 15:15:00;2015-08-16 17:52:00;157;6.7;11.9;5.3;2015-08-16 15:00:00;2015-08-16 17:42:00;162;9.8;24.5;11.6;2015-08-16 14:59:00;2015-08-16 17:46:00;167;11.7;31.7;15;2015-08-16 15:15:00;2015-08-16 17:42:00;147;6.7;6;5.4;2015-08-16 15:01:00;2015-08-16 17:46:00;165;7.3;11.7;6.4
2015-08-17 06:22:00;2015-08-19 14:29:00;3367;49.9;22.8;13.5;2015-08-17 06:22:00;2015-08-19 14:29:00;3367;54.1;23.8;19.6;2015-08-17 06:38:00;2015-08-19 10:08:00;3090;47.2;36.6;14.4;2015-08-17 06:37:00;2015-08-19 09:55:00;3078;49.1;30.2;16.8;2015-08-17 06:36:00;2015-08-19 10:06:00;3090;52;24.7;14.7;2015-08-17 06:29:00;2015-08-19 10:01:00;3092;50.9;44.6;15.7;2015-08-17 06:36:00;2015-08-19 09:55:00;3079;52.7;31.5;18.5;2015-08-17 06:39:00;2015-08-19 10:02:00;3083;43.2;29.8;15.9
2015-09-02 00:03:00;2015-09-02 04:11:00;248;3.3;5.1;4;2015-09-02 00:08:00;2015-09-02 02:23:00;135;4;5.9;5.3;2015-09-02 00:08:00;2015-09-02 02:20:00;132;3.6;5.9;4.7;2015-09-02 00:06:00;2015-09-02 02:23:00;137;4;5.9;4.8;2015-09-02 00:04:00;2015-09-02 02:33:00;149;4.5;6.1;5.5;2015-09-02 00:08:00;2015-09-02 02:24:00;136;3.8;6.2;4.9;NA;NA;NA;NA;NA;NA;2015-09-02 00:09:00;2015-09-02 02:15:00;126;3;5.8;4.1
2015-09-09 14:48:00;2015-09-09 17:05:00;137;2.5;22.9;13;2015-09-09 14:55:00;2015-09-09 15:01:00;6;0.7;13;4.2;2015-09-09 14:53:00;2015-09-09 15:14:00;21;2.9;36.5;16.2;2015-09-09 14:49:00;2015-09-09 15:03:00;14;3.1;36.5;18.1;2015-09-09 14:53:00;2015-09-09 15:25:00;32;2;18.4;8.6;2015-09-09 14:53:00;2015-09-09 15:11:00;18;2.9;38.3;16.3;2015-09-09 14:48:00;2015-09-09 15:04:00;16;3.3;38.1;18.6;2015-09-09 14:51:00;2015-09-09 15:11:00;20;2.7;23.8;15.3
2015-10-07 01:10:00;2015-10-07 08:21:00;431;7.8;10.1;7.8;2015-10-07 01:44:00;2015-10-07 06:59:00;315;9.5;17.7;10;2015-10-07 01:10:00;2015-10-07 06:44:00;334;6.9;11.8;7.7;2015-10-07 01:21:00;2015-10-07 06:44:00;323;6.9;18;8.3;2015-10-07 01:13:00;2015-10-07 06:25:00;312;8.3;12.2;11.6;2015-10-07 01:10:00;2015-10-07 07:27:00;377;7.5;12.4;9.3;NA;NA;NA;NA;NA;NA;2015-10-07 01:23:00;2015-10-07 06:28:00;305;7.8;19.1;12.5
2015-10-07 10:40:00;2015-10-07 16:31:00;351;5;9;6.9;2015-10-07 10:47:00;2015-10-07 14:43:00;236;4.7;5.9;4.7;2015-10-07 10:45:00;2015-10-07 14:25:00;220;5.6;11.9;10;2015-10-07 10:55:00;2015-10-07 14:32:00;217;3.4;5.9;3.6;2015-10-07 10:40:00;2015-10-07 14:31:00;231;6.1;18.4;12.9;2015-10-07 10:55:00;2015-10-07 15:34:00;279;6.2;18.7;11.2;NA;NA;NA;NA;NA;NA;2015-10-07 10:49:00;2015-10-07 14:26:00;217;4.1;5.8;4.1
2015-10-07 17:29:00;2015-10-08 16:33:00;1384;10.5;4;2.3;2015-10-07 17:47:00;2015-10-08 14:04:00;1217;12.1;11.8;4.7;2015-10-07 17:29:00;2015-10-08 15:02:00;1293;10.3;5.9;2.9;2015-10-07 17:39:00;2015-10-08 14:05:00;1226;9.5;11.9;4.2;2015-10-07 17:40:00;2015-10-08 14:59:00;1279;11;6.1;3.1;2015-10-07 17:56:00;2015-10-08 15:03:00;1267;10.8;6.2;3.1;NA;NA;NA;NA;NA;NA;2015-10-07 17:45:00;2015-10-08 14:13:00;1228;9.3;12.4;2.4
2015-10-14 02:49:00;2015-10-14 17:01:00;852;8.4;5;4;2015-10-14 02:54:00;2015-10-14 15:48:00;774;12;11.8;5.9;2015-10-14 02:49:00;2015-10-14 14:52:00;723;10;5.9;5.3;2015-10-14 02:58:00;2015-10-14 15:04:00;726;9.2;5.9;4.2;NA;NA;NA;NA;NA;NA;2015-10-14 02:51:00;2015-10-14 15:53:00;782;10.7;6.2;5.6;NA;NA;NA;NA;NA;NA;2015-10-14 03:19:00;2015-10-14 15:41:00;742;8.7;5.8;4.7
2015-10-14 20:48:00;2015-10-15 13:21:00;993;6.7;4;2.6;2015-10-14 20:58:00;2015-10-15 09:50:00;772;9.3;5.9;3.5;2015-10-14 20:58:00;2015-10-15 11:25:00;867;8.3;5.9;3.5;2015-10-14 20:54:00;2015-10-15 10:23:00;809;7.2;5.9;3;NA;NA;NA;NA;NA;NA;2015-10-14 20:48:00;2015-10-15 09:42:00;774;9.2;6.2;3.1;NA;NA;NA;NA;NA;NA;2015-10-14 20:59:00;2015-10-15 09:54:00;775;6.3;5.8;2.9
2015-10-16 14:49:00;2015-10-17 06:21:00;932;9.6;6.1;4.6;2015-10-16 14:52:00;2015-10-17 03:44:00;772;12.6;11.8;6.5;2015-10-16 14:53:00;2015-10-17 03:29:00;756;10.6;5.9;4.7;2015-10-16 14:50:00;2015-10-17 03:43:00;773;11.4;11.9;5.9;NA;NA;NA;NA;NA;NA;2015-10-16 14:50:00;2015-10-17 03:28:00;758;11.7;12.4;5.6;NA;NA;NA;NA;NA;NA;2015-10-16 14:49:00;2015-10-17 03:43:00;774;11.5;12.5;6.5
2015-11-15 04:03:00;2015-11-15 16:01:00;718;2.7;3.4;2;2015-11-15 04:11:00;2015-11-15 14:22:00;611;2.9;5.8;1.7;2015-11-15 04:14:00;2015-11-15 13:39:00;565;3.1;5.9;2.4;2015-11-15 04:03:00;2015-11-15 13:43:00;580;2.9;5.9;2.4;2015-11-15 04:13:00;2015-11-15 14:23:00;610;2.5;6.1;1.8;2015-11-15 04:12:00;2015-11-15 13:38:00;566;3.4;6.1;2.4;2015-11-15 04:13:00;2015-11-15 13:39:00;566;2.8;5.9;2.4;2015-11-15 04:10:00;2015-11-15 13:21:00;551;1.4;5.8;1.7
2015-11-19 16:38:00;2015-11-20 06:41:00;843;15.1;23;18.6;2015-11-19 16:38:00;2015-11-20 03:28:00;650;15.6;24;19.1;2015-11-19 16:41:00;2015-11-20 03:55:00;674;14.9;30;20.3;2015-11-19 16:38:00;2015-11-20 03:17:00;639;14.5;30.3;18.1;2015-11-19 16:42:00;2015-11-20 03:21:00;639;15.7;37.2;21.5;2015-11-19 16:41:00;2015-11-20 03:15:00;634;15.9;31.6;21.9;2015-11-19 16:38:00;2015-11-20 03:14:00;636;15.6;31.3;21;2015-11-19 16:38:00;2015-11-20 03:14:00;636;13.4;32.5;17.1
2015-11-20 12:33:00;2015-11-21 02:01:00;808;4.3;5.1;1.7;2015-11-20 14:01:00;2015-11-20 23:04:00;543;4.1;5.8;1.7;2015-11-20 13:55:00;2015-11-20 23:14:00;559;4.8;5.9;1.8;2015-11-20 13:46:00;2015-11-20 22:59:00;553;4;5.9;1.8;2015-11-20 14:12:00;2015-11-21 01:54:00;702;4.5;6.1;2.4;2015-11-20 13:46:00;2015-11-20 23:42:00;596;5.1;6.1;1.8;2015-11-20 13:30:00;2015-11-21 00:07:00;637;4.3;5.9;2.4;2015-11-20 14:32:00;2015-11-21 00:11:00;579;3.3;5.8;1.7
2015-11-30 03:09:00;2015-12-01 12:14:00;1985;14.1;23.8;14;2015-11-30 04:12:00;2015-12-01 06:50:00;1598;13.5;29.9;13.7;2015-11-30 04:16:00;2015-12-01 06:25:00;1569;14.3;30.1;15.5;2015-11-30 04:13:00;2015-12-01 06:26:00;1573;13.9;36.4;15;2015-11-30 03:28:00;2015-12-01 06:27:00;1619;17.1;37.5;19.8;2015-11-30 04:16:00;2015-12-01 06:24:00;1568;14.8;31.7;16.3;2015-11-30 04:14:00;2015-12-01 11:44:00;1890;14.1;25.1;14.8;2015-11-30 04:15:00;2015-12-01 06:22:00;1567;10.9;25.8;10.6
2015-12-09 14:29:00;2015-12-09 21:01:00;392;2.1;3.4;1.8;2015-12-09 15:02:00;2015-12-09 16:57:00;115;2;5.8;1.7;2015-12-09 14:57:00;2015-12-09 17:00:00;123;2.2;5.9;2.4;2015-12-09 15:08:00;2015-12-09 16:56:00;108;1.9;5.9;1.8;2015-12-09 15:00:00;2015-12-09 16:59:00;119;2.2;6.1;2.4;2015-12-09 14:55:00;2015-12-09 17:06:00;131;2.3;6.1;2.4;2015-12-09 15:05:00;2015-12-09 16:55:00;110;2.1;5.9;1.8;2015-12-09 14:49:00;2015-12-09 17:00:00;131;2;5.8;1.7
2015-12-14 08:39:00;2015-12-18 23:31:00;6652;2.1;2.5;1;2015-12-14 09:59:00;2015-12-18 16:19:00;6140;4;5.8;1.7;2015-12-17 03:58:00;2015-12-18 15:54:00;2156;3.2;5.9;1.8;2015-12-17 03:41:00;2015-12-18 15:58:00;2177;3.1;5.9;1.8;2015-12-14 09:10:00;2015-12-17 07:08:00;4198;0.7;6.1;1.2;2015-12-17 03:43:00;2015-12-17 06:56:00;193;0.6;6.1;1.2;2015-12-14 09:15:00;2015-12-14 09:18:00;3;0.1;5.9;0.6;2015-12-17 05:39:00;2015-12-18 15:54:00;2055;2.8;5.8;1.7
