time;RG1;RG2;RG3
08/16/2014 11:12:00;0;0;0
08/16/2014 11:13:00;0;0;0
08/16/2014 11:14:00;0;0;0
08/16/2014 11:15:00;0;0;0
08/16/2014 11:16:00;0;0;0
08/16/2014 11:17:00;0;0;0
08/16/2014 11:18:00;0;0;0
08/16/2014 11:19:00;0;0;0
08/16/2014 11:20:00;0;0;0
08/16/2014 11:21:00;0;0;0
08/16/2014 11:22:00;0;0;0
08/16/2014 11:23:00;0;0;0
08/16/2014 11:24:00;0;0;0
08/16/2014 11:25:00;0;0;0
08/16/2014 11:26:00;0;0;0
08/16/2014 11:27:00;0;0;0
08/16/2014 11:28:00;0;0;0
08/16/2014 11:29:00;0;0;0
08/16/2014 11:30:00;0;0;0
08/16/2014 11:31:00;0;0;0
08/16/2014 11:32:00;0;0;0
08/16/2014 11:33:00;0;0;0
08/16/2014 11:34:00;0;0;0
08/16/2014 11:35:00;0;0;0
08/16/2014 11:36:00;0;0;0
08/16/2014 11:37:00;0;0;0
08/16/2014 11:38:00;0;0;0
08/16/2014 11:39:00;0;0;0
08/16/2014 11:40:00;0;0;0
08/16/2014 11:41:00;0;0;0
08/16/2014 11:42:00;0;0;0
08/16/2014 11:43:00;0;0;0
08/16/2014 11:44:00;0;0;0
08/16/2014 11:45:00;0;0;0
08/16/2014 11:46:00;0;0;0
08/16/2014 11:47:00;0;0;0
08/16/2014 11:48:00;0;0;0
08/16/2014 11:49:00;0;0;0
08/16/2014 11:50:00;0;0;0
08/16/2014 11:51:00;0;0;0
08/16/2014 11:52:00;0;0;0
08/16/2014 11:53:00;0;0;0
08/16/2014 11:54:00;0;0;0
08/16/2014 11:55:00;0;0;0
08/16/2014 11:56:00;0;0;0
08/16/2014 11:57:00;0;0;0
08/16/2014 11:58:00;0;0;0
08/16/2014 11:59:00;0;0;0
08/16/2014 12:00:00;0;0;0
08/16/2014 12:01:00;0;0;0
08/16/2014 12:02:00;0;0;0
08/16/2014 12:03:00;5.94;3;0
08/16/2014 12:04:00;0;18.3;0
08/16/2014 12:05:00;0;21.33;9.09
08/16/2014 12:06:00;0;31.17;9.03
08/16/2014 12:07:00;0;21.6;8.88
08/16/2014 12:08:00;5.94;24.51;9.06
08/16/2014 12:09:00;0;12.09;5.97
08/16/2014 12:10:00;0;15.15;5.97
08/16/2014 12:11:00;5.94;9.15;2.91
08/16/2014 12:12:00;0;6.03;3.09
08/16/2014 12:13:00;0;6.03;0
08/16/2014 12:14:00;0;0;0
08/16/2014 12:15:00;0;0;0
08/16/2014 12:16:00;0;0;0
08/16/2014 12:17:00;0;0;0
08/16/2014 12:18:00;0;0;0
08/16/2014 12:19:00;0;0;0
08/16/2014 12:20:00;0;0;0
08/16/2014 12:21:00;0;0;0
08/16/2014 12:22:00;0;0;0
08/16/2014 12:23:00;0;0;0
08/16/2014 12:24:00;0;0;0
08/16/2014 12:25:00;0;0;0
08/16/2014 12:26:00;0;0;0
08/16/2014 12:27:00;0;0;0
08/16/2014 12:28:00;0;0;0
08/16/2014 12:29:00;0;0;0
08/16/2014 12:30:00;0;0;0
08/16/2014 12:31:00;0;0;0
08/16/2014 12:32:00;0;0;0
08/16/2014 12:33:00;0;0;0
08/16/2014 12:34:00;0;0;0
08/16/2014 12:35:00;0;0;0
08/16/2014 12:36:00;0;0;0
08/16/2014 12:37:00;0;0;0
08/16/2014 12:38:00;0;0;0
08/16/2014 12:39:00;0;0;0
08/16/2014 12:40:00;0;0;0
08/16/2014 12:41:00;0;0;0
08/16/2014 12:42:00;0;0;0
08/16/2014 12:43:00;0;0;0
08/16/2014 12:44:00;0;0;0
08/16/2014 12:45:00;0;0;0
08/16/2014 12:46:00;0;0;0
08/16/2014 12:47:00;0;0;0
08/16/2014 12:48:00;0;0;0
08/16/2014 12:49:00;0;0;0
08/16/2014 12:50:00;0;0;0
08/16/2014 12:51:00;0;0;0
08/16/2014 12:52:00;0;0;0
08/16/2014 12:53:00;0;0;0
08/16/2014 12:54:00;0;0;0
08/16/2014 12:55:00;0;0;0
08/16/2014 12:56:00;0;0;0
08/16/2014 12:57:00;0;0;0
08/16/2014 12:58:00;0;0;0
08/16/2014 12:59:00;0;0;0
08/16/2014 13:00:00;0;0;0
08/16/2014 13:01:00;0;0;0
08/16/2014 13:02:00;0;0;0
08/16/2014 13:03:00;0;0;0
08/16/2014 13:04:00;0;0;0
08/16/2014 13:05:00;0;0;0
08/16/2014 13:06:00;0;0;0
08/16/2014 13:07:00;0;0;0
08/16/2014 13:08:00;0;0;0
08/16/2014 13:09:00;0;0;0
08/16/2014 13:10:00;0;0;0
08/16/2014 13:11:00;0;0;0
08/16/2014 13:12:00;0;0;0
08/16/2014 13:13:00;0;0;0
08/16/2014 13:14:00;0;0;0
08/16/2014 13:15:00;0;0;0
08/16/2014 13:16:00;0;0;0
08/16/2014 13:17:00;0;0;0
08/16/2014 13:18:00;0;0;0
08/16/2014 13:19:00;0;0;0
08/16/2014 13:20:00;0;0;0
08/16/2014 13:21:00;0;0;0
08/16/2014 13:22:00;0;0;0
08/16/2014 13:23:00;0;0;0
08/16/2014 13:24:00;0;0;0
08/16/2014 13:25:00;0;0;0
08/16/2014 13:26:00;0;0;0
08/16/2014 13:27:00;0;0;0
08/16/2014 13:28:00;0;0;0
08/16/2014 13:29:00;0;0;0
08/16/2014 13:30:00;0;0;0
08/16/2014 13:31:00;0;0;0
08/16/2014 13:32:00;0;0;0
08/16/2014 13:33:00;0;0;0
08/16/2014 13:34:00;0;0;0
08/16/2014 13:35:00;0;0;0
08/16/2014 13:36:00;0;0;0
08/16/2014 13:37:00;0;0;0
08/16/2014 13:38:00;0;0;0
08/16/2014 13:39:00;0;0;0
08/16/2014 13:40:00;0;0;0
08/16/2014 13:41:00;0;0;0
08/16/2014 13:42:00;0;0;0
08/16/2014 13:43:00;0;0;0
08/16/2014 13:44:00;0;0;0
08/16/2014 13:45:00;0;0;0
08/16/2014 13:46:00;0;0;0
08/16/2014 13:47:00;0;0;0
08/16/2014 13:48:00;0;0;0
08/16/2014 13:49:00;0;0;0
08/16/2014 13:50:00;0;0;0
08/16/2014 13:51:00;0;0;0
08/16/2014 13:52:00;0;0;0
08/16/2014 13:53:00;0;0;0
08/16/2014 13:54:00;0;0;0
08/16/2014 13:55:00;0;0;0
08/16/2014 13:56:00;0;0;0
08/16/2014 13:57:00;0;0;0
08/16/2014 13:58:00;0;0;0
08/16/2014 13:59:00;0;0;0
08/16/2014 14:00:00;0;0;0
08/16/2014 14:01:00;0;0;0
08/16/2014 14:02:00;0;0;0
08/16/2014 14:03:00;0;0;0
08/16/2014 14:04:00;0;0;0
08/16/2014 14:05:00;0;0;0
08/16/2014 14:06:00;0;0;0
08/16/2014 14:07:00;0;0;0
08/16/2014 14:08:00;0;0;0
08/16/2014 14:09:00;0;0;0
08/16/2014 14:10:00;0;0;0
08/16/2014 14:11:00;0;0;0
08/16/2014 14:12:00;0;0;0
08/16/2014 14:13:00;0;0;0
08/16/2014 14:14:00;0;0;0
08/16/2014 14:15:00;0;0;0
08/16/2014 14:16:00;0;0;0
08/16/2014 14:17:00;0;0;0
08/16/2014 14:18:00;0;0;0
08/16/2014 14:19:00;0;0;0
08/16/2014 14:20:00;0;0;0
08/16/2014 14:21:00;0;0;0
08/16/2014 14:22:00;0;0;0
08/16/2014 14:23:00;0;0;0
08/16/2014 14:24:00;0;0;0
08/16/2014 14:25:00;0;0;0
08/16/2014 14:26:00;0;0;0
08/16/2014 14:27:00;0;0;0
08/16/2014 14:28:00;5.94;0;0
08/16/2014 14:29:00;0;0;0
08/16/2014 14:30:00;0;0;0
08/16/2014 14:31:00;0;0;0
08/16/2014 14:32:00;0;0;0
08/16/2014 14:33:00;5.94;0;2.91
08/16/2014 14:34:00;0;0;6.12
08/16/2014 14:35:00;0;0;9
08/16/2014 14:36:00;0;0;2.91
08/16/2014 14:37:00;0;9.06;3.03
08/16/2014 14:38:00;0;9.06;0
08/16/2014 14:39:00;5.94;6.03;0
08/16/2014 14:40:00;17.82;0;2.91
08/16/2014 14:41:00;11.88;0;12.18
08/16/2014 14:42:00;17.82;0;9.03
08/16/2014 14:43:00;11.88;0;15.09
08/16/2014 14:44:00;17.82;0;12
08/16/2014 14:45:00;11.88;3;12.03
08/16/2014 14:46:00;11.88;3.06;5.97
08/16/2014 14:47:00;17.82;0;5.97
08/16/2014 14:48:00;17.82;6.03;5.94
08/16/2014 14:49:00;17.82;0;5.94
08/16/2014 14:50:00;17.82;3;5.94
08/16/2014 14:51:00;11.88;3.06;5.97
08/16/2014 14:52:00;17.82;0;18.09
08/16/2014 14:53:00;17.82;0;21.21
08/16/2014 14:54:00;11.88;0;24.36
08/16/2014 14:55:00;17.82;6.06;21.45
08/16/2014 14:56:00;11.88;6.03;12.09
08/16/2014 14:57:00;17.82;9.03;8.94
08/16/2014 14:58:00;17.82;15.15;15.09
08/16/2014 14:59:00;11.88;21.48;18.21
08/16/2014 15:00:00;17.82;12.15;49.95
08/16/2014 15:01:00;17.82;6.03;43.71
08/16/2014 15:02:00;17.82;6.03;30.84
08/16/2014 15:03:00;11.88;3.03;18.21
08/16/2014 15:04:00;17.82;3;12.3
08/16/2014 15:05:00;11.88;3.03;2.91
08/16/2014 15:06:00;17.82;3;5.97
08/16/2014 15:07:00;11.88;0;5.94
08/16/2014 15:08:00;17.82;0;0
08/16/2014 15:09:00;11.88;0;3.09
08/16/2014 15:10:00;17.82;0;0
08/16/2014 15:11:00;11.88;0;0
08/16/2014 15:12:00;5.94;0;0
08/16/2014 15:13:00;5.94;0;2.91
08/16/2014 15:14:00;0;0;0
08/16/2014 15:15:00;0;0;0
08/16/2014 15:16:00;0;0;0
08/16/2014 15:17:00;0;0;0
08/16/2014 15:18:00;0;0;0
08/16/2014 15:19:00;0;0;0
08/16/2014 15:20:00;0;0;0
08/16/2014 15:21:00;0;0;0
08/16/2014 15:22:00;0;0;0
08/16/2014 15:23:00;0;0;0
08/16/2014 15:24:00;0;0;0
08/16/2014 15:25:00;0;0;0
08/16/2014 15:26:00;0;0;0
08/16/2014 15:27:00;0;0;0
08/16/2014 15:28:00;0;0;0
08/16/2014 15:29:00;0;0;0
08/16/2014 15:30:00;0;0;0
08/16/2014 15:31:00;0;0;0
08/16/2014 15:32:00;0;0;0
08/16/2014 15:33:00;0;0;0
08/16/2014 15:34:00;0;0;0
08/16/2014 15:35:00;0;0;0
08/16/2014 15:36:00;0;0;0
08/16/2014 15:37:00;0;0;0
08/16/2014 15:38:00;0;0;0
08/16/2014 15:39:00;0;0;0
08/16/2014 15:40:00;0;0;0
08/16/2014 15:41:00;0;0;0
08/16/2014 15:42:00;0;0;0
08/16/2014 15:43:00;0;0;0
08/16/2014 15:44:00;0;0;0
08/16/2014 15:45:00;0;0;0
08/16/2014 15:46:00;0;0;0
08/16/2014 15:47:00;0;0;0
08/16/2014 15:48:00;0;0;0
08/16/2014 15:49:00;0;0;0
08/16/2014 15:50:00;0;0;0
08/16/2014 15:51:00;0;0;0
08/16/2014 15:52:00;0;0;0
08/16/2014 15:53:00;0;0;0
08/16/2014 15:54:00;0;0;0
08/16/2014 15:55:00;0;0;0
08/16/2014 15:56:00;0;0;0
08/16/2014 15:57:00;0;0;0
08/16/2014 15:58:00;0;0;0
08/16/2014 15:59:00;0;0;0
08/16/2014 16:00:00;0;0;0
08/16/2014 16:01:00;0;0;0
08/16/2014 16:02:00;0;0;0
08/16/2014 16:03:00;0;0;0
08/16/2014 16:04:00;0;0;0
08/16/2014 16:05:00;0;0;0
08/16/2014 16:06:00;0;0;0
08/16/2014 16:07:00;0;0;0
08/16/2014 16:08:00;0;0;0
08/16/2014 16:09:00;0;0;0
08/16/2014 16:10:00;0;0;0
08/16/2014 16:11:00;0;0;0
08/16/2014 16:12:00;0;0;0
08/16/2014 16:13:00;0;0;0
08/16/2014 16:14:00;0;0;0
08/16/2014 16:15:00;0;0;0
08/16/2014 16:16:00;0;0;0
08/16/2014 16:17:00;0;0;0
08/16/2014 16:18:00;0;0;0
08/16/2014 16:19:00;0;0;0
08/16/2014 16:20:00;0;0;0
08/16/2014 16:21:00;0;0;0
08/16/2014 16:22:00;0;0;0
08/16/2014 16:23:00;0;0;0
08/16/2014 16:24:00;0;0;0
08/16/2014 16:25:00;0;0;0
08/16/2014 16:26:00;0;0;0
08/16/2014 16:27:00;0;0;0
08/16/2014 16:28:00;0;0;0
08/16/2014 16:29:00;0;0;0
08/16/2014 16:30:00;0;0;0
08/16/2014 16:31:00;0;0;0
08/16/2014 16:32:00;0;0;0
08/16/2014 16:33:00;0;0;0
08/16/2014 16:34:00;0;0;0
08/16/2014 16:35:00;0;0;0
08/16/2014 16:36:00;0;0;0
08/16/2014 16:37:00;0;0;0
08/16/2014 16:38:00;0;0;0
08/16/2014 16:39:00;0;0;0
08/16/2014 16:40:00;0;0;0
08/16/2014 16:41:00;0;0;0
08/16/2014 16:42:00;0;0;0
08/16/2014 16:43:00;0;0;0
08/16/2014 16:44:00;0;0;0
08/16/2014 16:45:00;0;0;0
08/16/2014 16:46:00;0;0;0
08/16/2014 16:47:00;0;0;0
08/16/2014 16:48:00;0;0;0
08/16/2014 16:49:00;0;0;0
08/16/2014 16:50:00;0;0;0
08/16/2014 16:51:00;0;0;0
08/16/2014 16:52:00;0;0;0
08/16/2014 16:53:00;0;0;0
08/16/2014 16:54:00;0;0;0
08/16/2014 16:55:00;0;0;0
