09/14/2014 11:30:00 0
09/14/2014 11:31:00 0
09/14/2014 11:32:00 0
09/14/2014 11:33:00 0
09/14/2014 11:34:00 0
09/14/2014 11:35:00 0
09/14/2014 11:36:00 0
09/14/2014 11:37:00 0
09/14/2014 11:38:00 0
09/14/2014 11:39:00 0
09/14/2014 11:40:00 2.91
09/14/2014 11:41:00 0
09/14/2014 11:42:00 0
09/14/2014 11:43:00 2.91
09/14/2014 11:44:00 0
09/14/2014 11:45:00 0
09/14/2014 11:46:00 0
09/14/2014 11:47:00 0
09/14/2014 11:48:00 0
09/14/2014 11:49:00 2.91
09/14/2014 11:50:00 0
09/14/2014 11:51:00 0
09/14/2014 11:52:00 0
09/14/2014 11:53:00 0
09/14/2014 11:54:00 0
09/14/2014 11:55:00 0
09/14/2014 11:56:00 0
09/14/2014 11:57:00 0
09/14/2014 11:58:00 0
09/14/2014 11:59:00 0
09/14/2014 12:00:00 0
09/14/2014 12:01:00 0
09/14/2014 12:02:00 0
09/14/2014 12:03:00 0
09/14/2014 12:04:00 0
09/14/2014 12:05:00 0
09/14/2014 12:06:00 0
09/14/2014 12:07:00 0
09/14/2014 12:08:00 0
09/14/2014 12:09:00 0
09/14/2014 12:10:00 0
09/14/2014 12:11:00 0
09/14/2014 12:12:00 0
09/14/2014 12:13:00 0
09/14/2014 12:14:00 0
09/14/2014 12:15:00 0
09/14/2014 12:16:00 2.91
09/14/2014 12:17:00 0
09/14/2014 12:18:00 2.91
09/14/2014 12:19:00 0
09/14/2014 12:20:00 0
09/14/2014 12:21:00 2.91
09/14/2014 12:22:00 0
09/14/2014 12:23:00 0
09/14/2014 12:24:00 0
09/14/2014 12:25:00 0
09/14/2014 12:26:00 0
09/14/2014 12:27:00 0
09/14/2014 12:28:00 0
09/14/2014 12:29:00 0
09/14/2014 12:30:00 0
09/14/2014 12:31:00 0
09/14/2014 12:32:00 0
09/14/2014 12:33:00 0
09/14/2014 12:34:00 0
09/14/2014 12:35:00 0
09/14/2014 12:36:00 0
09/14/2014 12:37:00 0
09/14/2014 12:38:00 0
09/14/2014 12:39:00 0
09/14/2014 12:40:00 0
09/14/2014 12:41:00 0
09/14/2014 12:42:00 0
09/14/2014 12:43:00 0
09/14/2014 12:44:00 0
09/14/2014 12:45:00 0
09/14/2014 12:46:00 0
09/14/2014 12:47:00 0
09/14/2014 12:48:00 0
09/14/2014 12:49:00 0
09/14/2014 12:50:00 0
09/14/2014 12:51:00 0
09/14/2014 12:52:00 0
09/14/2014 12:53:00 0
09/14/2014 12:54:00 0
09/14/2014 12:55:00 0
09/14/2014 12:56:00 0
09/14/2014 12:57:00 0
09/14/2014 12:58:00 0
09/14/2014 12:59:00 0
09/14/2014 13:00:00 0
09/14/2014 13:01:00 0
09/14/2014 13:02:00 2.91
09/14/2014 13:03:00 0
09/14/2014 13:04:00 0
09/14/2014 13:05:00 0
09/14/2014 13:06:00 0
09/14/2014 13:07:00 0
09/14/2014 13:08:00 0
09/14/2014 13:09:00 0
09/14/2014 13:10:00 0
09/14/2014 13:11:00 0
09/14/2014 13:12:00 0
09/14/2014 13:13:00 2.91
09/14/2014 13:14:00 0
09/14/2014 13:15:00 0
09/14/2014 13:16:00 0
09/14/2014 13:17:00 0
09/14/2014 13:18:00 0
09/14/2014 13:19:00 0
09/14/2014 13:20:00 0
09/14/2014 13:21:00 0
09/14/2014 13:22:00 0
09/14/2014 13:23:00 0
